#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","LSH-KPN25","SAMN11634268","PRJNA542597","GCA_009914255.1","Complete",5.44114,57.3,"chromosome:NZ_CP040391.1/CP040391.1",,1,5152,"2020-01-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/914/255/GCA_009914255.1_ASM991425v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/914/255/GCF_009914255.1_ASM991425v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","158590","SAMN13743062","PRJNA599295","GCA_009906875.1","Complete",5.43971,57.4,"chromosome:NZ_CP047649.1/CP047649.1",,1,5157,"2020-01-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/906/875/GCA_009906875.1_ASM990687v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/906/875/GCF_009906875.1_ASM990687v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","JUNP 254","SAMD00186795","PRJDB8799","GCA_009731405.1","Complete",5.42239,57.3,"chromosome:NZ_AP021880.1/AP021880.1",,1,5069,"2019-11-18T23:03:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/731/405/GCA_009731405.1_ASM973140v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/731/405/GCF_009731405.1_ASM973140v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","156070","SAMN13742796","PRJNA599291","GCA_009906895.1","Complete",5.41568,57.4,"chromosome:NZ_CP047648.1/CP047648.1",,1,5124,"2020-01-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/906/895/GCA_009906895.1_ASM990689v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/906/895/GCF_009906895.1_ASM990689v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","ED2","SAMN05425525","PRJNA330755","GCA_001708245.1","Complete",5.41296,57.4,"chromosome:NZ_CP016813.1/CP016813.1",,1,5050,"2016-08-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/708/245/GCA_001708245.1_ASM170824v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/708/245/GCF_001708245.1_ASM170824v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","KP20191015","SAMN14548317","PRJNA622869","GCA_013376555.1","Complete",5.40981,57.3,"chromosome:NZ_CP051160.1/CP051160.1",,1,5139,"2020-06-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/376/555/GCA_013376555.1_ASM1337655v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/376/555/GCF_013376555.1_ASM1337655v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","RIVM_C014073","SAMN17373167","PRJNA691727","GCA_016780025.1","Complete",5.402,57.3,"chromosome:NZ_CP068797.1/CP068797.1",,1,5106,"2021-02-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/780/025/GCA_016780025.1_ASM1678002v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/780/025/GCF_016780025.1_ASM1678002v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","19PDR22","SAMN14548318","PRJNA622869","GCA_013376535.1","Complete",5.39604,57.2,"chromosome:NZ_CP051159.1/CP051159.1",,1,5113,"2020-06-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/376/535/GCA_013376535.1_ASM1337653v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/376/535/GCF_013376535.1_ASM1337653v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","KP17-15","SAMN10439690","PRJNA505940","GCA_003855535.1","Complete",5.37907,57.3,"chromosome:NZ_CP034076.1/CP034076.1",,1,5037,"2018-12-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/855/535/GCA_003855535.1_ASM385553v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/855/535/GCF_003855535.1_ASM385553v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","KP17-16","SAMN10439712","PRJNA505947","GCA_003855555.1","Complete",5.37895,57.3,"chromosome:NZ_CP034077.1/CP034077.1",,1,5037,"2018-12-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/855/555/GCA_003855555.1_ASM385555v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/855/555/GCF_003855555.1_ASM385555v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","KP1677","SAMN11998170","PRJNA548051","GCA_008122285.1","Complete",5.37108,57.5,"chromosome:NZ_CP041022.1/CP041022.1",,1,4860,"2019-08-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/122/285/GCA_008122285.1_ASM812228v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/122/285/GCF_008122285.1_ASM812228v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","103-17","SAMN12109800","PRJNA550175","GCA_013407715.1","Complete",5.36301,57.4,"chromosome:NZ_CP042310.1/CP042310.1",,1,5087,"2020-07-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/407/715/GCA_013407715.1_ASM1340771v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/407/715/GCF_013407715.1_ASM1340771v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","101-17","SAMN12109799","PRJNA550175","GCA_013407825.1","Complete",5.36207,57.4,"chromosome:NZ_CP042311.1/CP042311.1",,1,5073,"2020-07-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/407/825/GCA_013407825.1_ASM1340782v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/407/825/GCF_013407825.1_ASM1340782v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","KP18-29","SAMN10497376","PRJNA507542","GCA_003931835.1","Complete",5.36013,57.5,"chromosome:NZ_CP034249.1/CP034249.1",,1,5050,"2018-12-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/931/835/GCA_003931835.1_ASM393183v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/931/835/GCF_003931835.1_ASM393183v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","KSB1_7J","SAMEA3357374","PRJNA351909","GCA_002753375.1","Complete",5.35454,57.1,"chromosome:NZ_CP024548.1/CP024548.1",,1,5035,"2017-11-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/753/375/GCA_002753375.1_ASM275337v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/753/375/GCF_002753375.1_ASM275337v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","19051","SAMN07187263","PRJNA388820","GCA_002209405.1","Complete",5.33298,57.4,"chromosome:NZ_CP022023.1/CP022023.1",,1,4954,"2017-06-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/209/405/GCA_002209405.1_ASM220940v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/209/405/GCF_002209405.1_ASM220940v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","KSB1_8J-sc-2280307","SAMEA3357376","PRJNA646837","GCA_904866185.1","Complete",5.46117,57.4354,"chromosome 1:LR890598.1; plasmid 2:LR890599.1",,2,0,"2020-10-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/904/866/185/GCA_904866185.1_KSB1_8J",
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","IRQBAS102c","SAMN17897699","PRJNA701621","GCA_017277455.1","Complete",5.33007,57.3,"chromosome:NZ_CP071150.1/CP071150.1",,1,4972,"2021-03-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/277/455/GCA_017277455.1_ASM1727745v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/277/455/GCF_017277455.1_ASM1727745v1"
"Klebsiella pneumoniae HK787","Bacteria;Proteobacteria;Gammaproteobacteria","HK787","SAMN03274239","PRJNA217289","GCA_000813205.1","Complete",5.32939,57.5,"chromosome:NZ_CP006738.1/CP006738.1",,1,4960,"2015-01-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/813/205/GCA_000813205.1_ASM81320v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/813/205/GCF_000813205.1_ASM81320v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","459","SAMN05231873","PRJNA325418","GCA_002814015.1","Complete",5.32094,57.4,"chromosome:NZ_CP018306.1/CP018306.1",,1,5120,"2017-12-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/814/015/GCA_002814015.1_ASM281401v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/814/015/GCF_002814015.1_ASM281401v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","2N3","SAMN08222601","PRJNA427082","GCA_002850275.3","Complete",5.31955,57.3,"chromosome:NZ_CP025541.3/CP025541.3",,1,4976,"2018-01-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/850/275/GCA_002850275.3_ASM285027v3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/850/275/GCF_002850275.3_ASM285027v3"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","CRKP I","SAMN11047257","PRJNA525329","GCA_005347525.1","Complete",5.31808,57.5,"chromosome:NZ_CP037927.1/CP037927.1",,1,4965,"2019-05-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/347/525/GCA_005347525.1_ASM534752v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/347/525/GCF_005347525.1_ASM534752v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","UCLAOXA232KP_Pt0","SAMN04008891","PRJNA293620","GCA_001721725.1","Complete",5.31274,57.5,"chromosome:NZ_CP012560.1/CP012560.1",,1,5004,"2016-09-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/721/725/GCA_001721725.1_ASM172172v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/721/725/GCF_001721725.1_ASM172172v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","5-16","SAMN12109786","PRJNA550175","GCA_013409055.1","Complete",5.2976,57.5,"chromosome:NZ_CP042320.1/CP042320.1",,1,5027,"2020-07-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/409/055/GCA_013409055.1_ASM1340905v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/409/055/GCF_013409055.1_ASM1340905v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","46-16","SAMN12109789","PRJNA550175","GCA_013408755.1","Complete",5.29497,57.5,"chromosome:NZ_CP042318.1/CP042318.1",,1,5007,"2020-07-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/408/755/GCA_013408755.1_ASM1340875v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/408/755/GCF_013408755.1_ASM1340875v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","109-17","SAMN12109801","PRJNA550175","GCA_013407605.1","Complete",5.28742,57.5,"chromosome:NZ_CP042309.1/CP042309.1",,1,4962,"2020-07-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/407/605/GCA_013407605.1_ASM1340760v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/407/605/GCF_013407605.1_ASM1340760v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","1-16","SAMN12415685","PRJNA550175","GCA_013409165.1","Complete",5.28599,57.5,"chromosome:NZ_CP042321.1/CP042321.1",,1,5008,"2020-07-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/409/165/GCA_013409165.1_ASM1340916v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/409/165/GCF_013409165.1_ASM1340916v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","FDAARGOS_1317","SAMN16357459","PRJNA231221","GCA_016903755.1","Complete",5.27816,57.5,"chromosome:NZ_CP069961.1/CP069961.1",,1,4973,"2021-02-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/903/755/GCA_016903755.1_ASM1690375v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/903/755/GCF_016903755.1_ASM1690375v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","B31","SAMN10910564","PRJNA521748","GCA_004295605.1","Complete",5.27315,57.5,"chromosome:NZ_CP035929.1/CP035929.1",,1,4941,"2019-02-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/295/605/GCA_004295605.1_ASM429560v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/295/605/GCF_004295605.1_ASM429560v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","F89-1","SAMN08380938","PRJNA430923","GCA_004120135.1","Complete",5.27235,57.5,"chromosome:NZ_CP026159.1/CP026159.1",,1,5048,"2019-01-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/120/135/GCA_004120135.1_ASM412013v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/120/135/GCF_004120135.1_ASM412013v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","FDAARGOS_1320","SAMN16357462","PRJNA231221","GCA_016904635.1","Complete",5.27133,57.5,"chromosome:NZ_CP070169.1/CP070169.1",,1,4905,"2021-02-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/904/635/GCA_016904635.1_ASM1690463v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/904/635/GCF_016904635.1_ASM1690463v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","16BU137","SAMN14548316","PRJNA622869","GCA_013376595.1","Complete",5.26901,57.5,"chromosome:NZ_CP051161.1/CP051161.1",,1,4964,"2020-06-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/376/595/GCA_013376595.1_ASM1337659v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/376/595/GCF_013376595.1_ASM1337659v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","S210-3","SAMN16560579","PRJNA672205","GCA_015289145.1","Complete",5.26677,57.5,"chromosome:NZ_CP063925.1/CP063925.1",,1,4909,"2020-11-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/289/145/GCA_015289145.1_ASM1528914v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/289/145/GCF_015289145.1_ASM1528914v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","kp757","SAMN04621179","PRJNA317547","GCA_002116885.1","Complete",5.26485,57.6,"chromosome:NZ_CP015120.1/CP015120.1",,1,5018,"2017-05-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/116/885/GCA_002116885.1_ASM211688v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/116/885/GCF_002116885.1_ASM211688v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","NCTC11698","SAMEA3368261","PRJEB6403","GCA_901421925.1","Complete",5.26175,57.5,"chromosome 1:NZ_LR588408.1/LR588408.1",,1,4768,"2019-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/421/925/GCA_901421925.1_38656_F01","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/901/421/925/GCF_901421925.1_38656_F01"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","LYS105A","SAMN17293201","PRJNA691454","GCA_016694775.1","Complete",5.25928,57.5,"chromosome:NZ_CP068033.1/CP068033.1",,1,4897,"2021-01-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/694/775/GCA_016694775.1_ASM1669477v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/694/775/GCF_016694775.1_ASM1669477v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","NFYY0065","SAMN10522466","PRJNA508419","GCA_004137665.1","Complete",5.23516,57.6,"chromosome:NZ_CP035531.1/CP035531.1",,1,4980,"2019-02-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/137/665/GCA_004137665.1_ASM413766v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/137/665/GCF_004137665.1_ASM413766v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","LEMB18","SAMN10574726","PRJNA541977","GCA_009648995.1","Complete",5.22057,57.6,"chromosome:NZ_CP045782.1/CP045782.1",,1,4879,"2019-11-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/648/995/GCA_009648995.1_ASM964899v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/648/995/GCF_009648995.1_ASM964899v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","NCTC9157","SAMEA3492649","PRJEB6403","GCA_901422065.1","Complete",5.20816,57.6,"chromosome 1:NZ_LR588412.1/LR588412.1",,1,4870,"2019-05-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/422/065/GCA_901422065.1_40345_F01","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/901/422/065/GCF_901422065.1_40345_F01"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","FDAARGOS_1318","SAMN16357460","PRJNA231221","GCA_016903455.1","Complete",5.20468,57.6,"chromosome:NZ_CP069939.1/CP069939.1",,1,4882,"2021-02-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/903/455/GCA_016903455.1_ASM1690345v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/903/455/GCF_016903455.1_ASM1690345v1"
"Klebsiella pneumoniae CG43","Bacteria;Proteobacteria;Gammaproteobacteria","CG43","SAMN02603668","PRJNA177782","GCA_000474015.1","Complete",5.16686,57.6,"chromosome:NC_022566.1/CP006648.1",,1,4790,"2013-10-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/474/015/GCA_000474015.1_ASM47401v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/474/015/GCF_000474015.1_ASM47401v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","CNR48","SAMEA104569902","PRJEB24842","GCA_900323945.1","Complete",5.13867,57.7,"chromosome CNR48:NZ_LS399318.1/LS399318.1",,1,4836,"2018-06-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/323/945/GCA_900323945.1_CNR48","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/323/945/GCF_900323945.1_CNR48"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","XH209","SAMN02649400","PRJNA261555","GCA_000775955.1","Complete",5.11888,57.6,"chromosome:NZ_CP009461.1/CP009461.1",,1,4798,"2014-11-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/775/955/GCA_000775955.1_ASM77595v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/775/955/GCF_000775955.1_ASM77595v1"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","INF032-sc-2279918","SAMEA3356991","PRJNA646837","GCA_904864565.1","Complete",5.11154,57.6,"chromosome 1:NZ_LR890456.1/LR890456.1",,1,4776,"2020-10-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/904/864/565/GCA_904864565.1_INF032","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/904/864/565/GCF_904864565.1_INF032"
"Klebsiella pneumoniae","Bacteria;Proteobacteria;Gammaproteobacteria","NCTC11359","SAMEA3251435","PRJEB6403","GCA_900635125.1","Complete",5.09389,57.7,"chromosome 1:NZ_LR133964.1/LR133964.1",,1,4669,"2018-12-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/635/125/GCA_900635125.1_36252_B01","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/635/125/GCF_900635125.1_36252_B01"
